accurate_moves,inaccurate_moves,mistake_moves,blunder_moves,average_cp_loss,accuracy_score,player,game_id,elo,result,cheat_ratio,label
4,5,1,20,339.5,66.05,black,game_548,1154,draw,0.5121951219512195,0
2,1,0,18,431.23809523809524,56.87619047619047,white,game_549,1097,draw,0.045454545454545456,0
2,0,0,18,451.65,54.835,black,game_549,1154,draw,0.22727272727272727,0
1,4,2,27,411.05882352941177,58.89411764705882,white,game_550,1103,draw,0.6666666666666666,0
3,3,1,26,402.8181818181818,59.71818181818182,black,game_550,1154,draw,0.07894736842105263,0
1,2,6,1,160.7,83.93,white,game_551,1103,draw,0.16666666666666666,0
2,3,5,0,114.2,88.58,black,game_551,1154,draw,0.09090909090909091,0
14,7,4,5,107.0,89.3,white,game_552,1117,draw,0.03333333333333333,0
14,6,6,3,96.41379310344827,90.35862068965517,black,game_552,1154,draw,0.5,0
3,2,7,21,318.42424242424244,68.15757575757576,white,game_553,1119,draw,0.05714285714285714,0
3,3,5,21,304.8125,69.51875,black,game_553,1154,draw,0.6,0
5,8,5,13,256.64516129032256,74.33548387096775,white,game_554,1119,draw,0.6857142857142857,0
6,9,3,13,242.61290322580646,75.73870967741935,black,game_554,1154,draw,0.08823529411764706,0
1,2,1,30,438.6764705882353,56.132352941176464,white,game_555,1125,draw,0.32432432432432434,0
2,1,0,30,450.57575757575756,54.94242424242424,black,game_555,1154,draw,0.43243243243243246,0
19,5,13,12,167.9795918367347,83.20204081632653,white,game_556,1131,draw,0.22807017543859648,0
17,8,7,17,177.14285714285714,82.28571428571428,black,game_556,1154,draw,0.2631578947368421,0
12,6,5,0,48.65217391304348,95.13478260869564,white,game_557,1134,draw,0.34782608695652173,0
12,6,4,0,42.72727272727273,95.72727272727273,black,game_557,1154,draw,0.5454545454545454,0
5,13,7,14,221.33333333333334,77.86666666666666,white,game_558,1135,draw,0.23255813953488372,0
5,14,8,11,200.18421052631578,79.98157894736842,black,game_558,1154,draw,0.4418604651162791,0
0,5,2,5,219.75,78.025,white,game_559,1140,draw,0.15384615384615385,0
3,2,2,5,203.5,79.65,black,game_559,1154,draw,0.0,0
2,3,8,19,336.53125,66.346875,white,game_560,1145,draw,0.6842105263157895,0
2,4,7,18,337.9032258064516,66.20967741935485,black,game_560,1154,draw,0.05405405405405406,0
3,10,11,18,243.95238095238096,75.6047619047619,white,game_561,1146,draw,0.15217391304347827,0
4,6,14,16,242.475,75.7525,black,game_561,1154,draw,0.43478260869565216,0
10,13,6,6,126.02857142857142,87.39714285714285,white,game_562,1148,draw,0.21621621621621623,0
9,13,6,6,131.08823529411765,86.89117647058823,black,game_562,1154,draw,0.7297297297297297,1
3,14,19,33,292.2608695652174,70.77391304347826,white,game_563,1153,draw,0.2465753424657534,0
7,20,10,32,268.3333333333333,73.16666666666667,black,game_563,1154,draw,0.09722222222222222,0
2,12,0,17,278.93548387096774,72.10645161290323,white,game_564,1155,draw,0.03125,0
3,10,0,17,288.8,71.12,black,game_564,1154,draw,0.65625,0
1,15,18,21,258.6909090909091,74.13090909090909,white,game_565,1156,draw,0.2459016393442623,0
4,13,17,22,264.07142857142856,73.59285714285714,black,game_565,1154,draw,0.18032786885245902,0
2,4,6,15,336.74074074074076,66.32592592592593,white,game_566,1157,draw,0.34285714285714286,0
4,3,5,16,336.64285714285717,66.33571428571429,black,game_566,1154,draw,0.3235294117647059,0
2,5,1,28,398.8888888888889,60.11111111111111,white,game_567,1198,draw,0.41304347826086957,0
2,6,0,29,398.64864864864865,60.13513513513513,black,game_567,1152,draw,0.4,0
2,7,15,7,212.5483870967742,78.74516129032259,white,game_568,1203,draw,0.05263157894736842,0
2,7,13,9,213.51612903225808,78.64838709677419,black,game_568,1152,draw,0.4594594594594595,0
1,2,8,28,395.46153846153845,60.45384615384615,white,game_569,1212,draw,0.06382978723404255,0
2,1,8,28,394.9230769230769,60.50769230769231,black,game_569,1152,draw,0.08695652173913043,0
2,9,4,43,387.3103448275862,61.26896551724138,white,game_570,1229,draw,0.47540983606557374,0
2,8,4,43,393.35087719298247,60.66491228070175,black,game_570,1152,draw,0.6557377049180327,0
0,6,14,52,383.8333333333333,61.61666666666667,white,game_571,1235,draw,0.36363636363636365,0
4,4,16,51,358.68,64.132,black,game_571,1152,draw,0.6880733944954128,0
3,12,10,20,259.5111111111111,74.04888888888888,white,game_572,1235,draw,0.11666666666666667,0
10,10,9,20,236.55102040816325,76.34489795918367,black,game_572,1152,draw,0.1016949152542373,0
4,9,0,9,237.72727272727272,76.22727272727272,white,game_573,1256,draw,0.5217391304347826,0
2,8,2,10,265.04545454545456,73.49545454545455,black,game_573,1152,draw,0.09090909090909091,0
1,4,13,12,271.93333333333334,72.80666666666667,white,game_574,1265,draw,0.38235294117647056,0
2,2,11,15,286.8666666666667,71.31333333333333,black,game_574,1152,draw,0.0,0
0,3,4,11,308.44444444444446,69.15555555555555,white,game_575,1463,draw,0.18181818181818182,0
0,5,2,10,281.2352941176471,71.87647058823529,black,game_575,1152,draw,0.45454545454545453,0
15,16,7,9,139.95744680851064,86.00425531914894,white,game_576,1733,draw,0.46551724137931033,0
16,14,8,9,143.63829787234042,85.63617021276596,black,game_576,1152,draw,0.2982456140350877,0
1,3,5,28,395.6216216216216,60.43783783783783,white,game_577,999,draw,0.5263157894736842,0
3,1,5,28,394.94594594594594,60.505405405405405,black,game_577,1153,draw,0.21621621621621623,0
6,3,35,24,279.11764705882354,72.08823529411765,white,game_578,1029,draw,0.84,1
7,2,34,24,279.23880597014926,72.07611940298507,black,game_578,1153,draw,0.7972972972972973,1
1,10,7,3,147.95238095238096,85.20476190476191,white,game_579,1039,draw,0.391304347826087,0
2,7,7,5,168.47619047619048,83.15238095238095,black,game_579,1153,draw,0.045454545454545456,0
21,16,16,7,122.33333333333333,87.76666666666667,white,game_580,1049,draw,0.22535211267605634,0
18,15,18,9,142.05,85.795,black,game_580,1153,draw,0.4225352112676056,0
2,2,0,11,368.8,63.12,white,game_581,1051,draw,0.125,0
1,2,0,11,394.2142857142857,60.57857142857142,black,game_581,1153,draw,0.0625,0
3,8,16,17,269.95454545454544,73.00454545454545,white,game_582,1074,draw,0.3829787234042553,0
4,8,17,16,261.73333333333335,73.82666666666667,black,game_582,1153,draw,0.043478260869565216,0
7,16,12,0,112.8,88.72,white,game_583,1090,draw,0.0,0
11,15,8,0,84.73529411764706,91.5264705882353,black,game_583,1153,draw,0.3235294117647059,0
3,7,3,11,268.2083333333333,73.17916666666667,white,game_584,1095,draw,0.5384615384615384,0
6,8,3,7,191.70833333333334,80.82916666666667,black,game_584,1153,draw,0.28,0
1,2,6,26,404.37142857142857,59.56285714285714,white,game_585,1099,draw,0.46153846153846156,0
1,2,6,26,399.6,60.03999999999999,black,game_585,1153,draw,0.42105263157894735,0
2,4,16,1,180.1304347826087,81.98695652173913,white,game_586,1105,draw,0.0,0
2,7,13,0,153.72727272727272,84.62727272727273,black,game_586,1153,draw,0.2608695652173913,0
3,4,16,31,316.3703703703704,68.36296296296297,white,game_587,1106,draw,0.14516129032258066,0
5,4,15,32,319.92857142857144,68.00714285714285,black,game_587,1153,draw,0.4918032786885246,0
10,6,9,10,186.05714285714285,81.39428571428572,white,game_588,1109,draw,0.4444444444444444,0
9,5,10,11,206.34285714285716,79.36571428571429,black,game_588,1153,draw,0.45714285714285713,0
4,3,5,34,384.10869565217394,61.589130434782604,white,game_589,1110,draw,0.27586206896551724,0
3,3,5,35,387.7391304347826,61.22608695652173,black,game_589,1153,draw,0.08771929824561403,0
2,25,6,1,92.41176470588235,90.75882352941177,white,game_590,1113,draw,0.14285714285714285,0
5,21,6,1,92.15151515151516,90.78484848484848,black,game_590,1153,draw,0.6285714285714286,0
0,4,3,14,355.0,64.5,white,game_591,1115,draw,0.06451612903225806,0
7,4,4,13,261.60714285714283,73.83928571428572,black,game_591,1153,draw,0.06451612903225806,0
2,13,10,11,212.22222222222223,78.77777777777777,white,game_592,1115,draw,0.43902439024390244,0
7,9,9,11,207.02777777777777,79.29722222222222,black,game_592,1153,draw,0.1,0
2,4,2,46,415.18518518518516,58.48148148148148,white,game_593,1131,draw,0.6,0
3,2,3,47,414.6727272727273,58.53272727272727,black,game_593,1153,draw,0.4,0
1,2,4,20,395.18518518518516,60.48148148148148,white,game_594,1133,draw,0.1,0
2,2,4,19,386.18518518518516,61.38148148148148,black,game_594,1153,draw,0.23076923076923078,0
9,5,10,13,212.05405405405406,78.7945945945946,white,game_595,1137,draw,0.2702702702702703,0
9,2,6,20,260.94594594594594,73.9054054054054,black,game_595,1153,draw,0.4594594594594595,0
6,12,13,12,199.0,80.1,white,game_596,1140,draw,0.5,0
3,13,15,12,212.95348837209303,78.7046511627907,black,game_596,1153,draw,0.56,0
2,12,31,27,259.06944444444446,74.09305555555555,white,game_597,1141,draw,0.625,0
3,7,31,31,271.8611111111111,72.8138888888889,black,game_597,1153,draw,0.5189873417721519,0
0,2,5,21,383.82142857142856,61.61785714285714,white,game_598,1143,draw,0.08571428571428572,0
0,4,5,19,358.89285714285717,64.11071428571428,black,game_598,1153,draw,0.34285714285714286,0
3,5,7,1,120.375,87.9625,white,game_599,1147,draw,0.125,0
2,8,5,0,106.66666666666667,89.33333333333333,black,game_599,1153,draw,0.3125,0
7,9,10,22,254.22916666666666,74.57708333333333,white,game_600,1153,draw,0.38,0
9,8,9,22,251.25,74.875,black,game_600,1153,draw,0.52,0
0,10,15,7,192.625,80.7375,white,game_601,1153,draw,0.5555555555555556,0
2,10,13,6,171.90322580645162,82.80967741935484,black,game_601,1153,draw,0.4,0
9,10,10,11,188.525,81.1475,white,game_602,1154,draw,0.1,0
9,10,8,12,186.89743589743588,81.31025641025641,black,game_602,1153,draw,0.475,0
5,14,13,2,111.58823529411765,88.84117647058824,white,game_603,1154,draw,0.45714285714285713,0
7,14,10,2,103.63636363636364,89.63636363636364,black,game_603,1153,draw,0.7142857142857143,1
2,4,6,2,162.35714285714286,83.7642857142857,white,game_604,1155,draw,0.07142857142857142,0
3,3,4,2,156.0,84.4,black,game_604,1153,draw,0.07142857142857142,0
1,3,10,37,369.0980392156863,63.09019607843137,white,game_605,1156,draw,0.6610169491525424,0
2,2,9,37,359.24,64.076,black,game_605,1153,draw,0.6610169491525424,0
11,4,18,39,303.9166666666667,69.60833333333333,white,game_606,1156,draw,0.375,0
12,4,19,37,295.4583333333333,70.45416666666667,black,game_606,1153,draw,0.5875,0
9,18,5,28,269.26666666666665,73.07333333333334,white,game_607,1158,draw,0.49230769230769234,0
10,16,5,28,275.03389830508473,72.49661016949153,black,game_607,1153,draw,0.6461538461538462,0
9,13,0,27,275.3265306122449,72.4673469387755,white,game_608,1158,draw,0.509090909090909,0
11,11,0,26,268.3125,73.16875,black,game_608,1153,draw,0.7037037037037037,1
2,5,2,20,364.3448275862069,63.565517241379304,white,game_609,1163,draw,0.41025641025641024,0
3,6,0,21,362.93333333333334,63.70666666666666,black,game_609,1153,draw,0.3157894736842105,0
3,3,4,9,239.73684210526315,76.02631578947368,white,game_610,1166,draw,0.38095238095238093,0
5,0,1,12,266.05555555555554,73.39444444444445,black,game_610,1153,draw,0.3333333333333333,0
2,3,5,47,418.10526315789474,58.189473684210526,white,game_611,1166,draw,0.5230769230769231,0
5,3,3,47,407.86206896551727,59.21379310344827,black,game_611,1153,draw,0.21875,0
0,6,0,19,394.68,60.532,white,game_612,1168,draw,0.25,0
1,5,0,18,383.2916666666667,61.67083333333333,black,game_612,1153,draw,0.027777777777777776,0
7,14,4,7,146.90625,85.309375,white,game_613,1174,draw,0.06060606060606061,0
12,9,4,6,120.09677419354838,87.99032258064516,black,game_613,1153,draw,0.15151515151515152,0
14,9,21,18,227.2258064516129,77.27741935483871,white,game_614,1176,draw,0.581081081081081,0
14,8,21,18,232.44262295081967,76.75573770491803,black,game_614,1153,draw,0.7432432432432432,1
14,18,4,15,168.33333333333334,83.16666666666666,white,game_615,1188,draw,0.1568627450980392,0
13,17,6,14,165.14,83.486,black,game_615,1153,draw,0.12,0
5,10,3,8,189.53846153846155,81.04615384615384,white,game_616,1199,draw,0.3333333333333333,0
8,7,3,7,179.92,82.008,black,game_616,1153,draw,0.14814814814814814,0
2,9,10,12,241.24242424242425,75.87575757575758,white,game_617,1201,draw,0.1891891891891892,0
3,8,10,12,241.57575757575756,75.84242424242424,black,game_617,1153,draw,0.3888888888888889,0
3,8,9,8,189.75,81.025,white,game_618,1203,draw,0.0,0
6,9,5,7,182.66666666666666,81.73333333333333,black,game_618,1153,draw,0.42857142857142855,0
3,10,7,10,216.96666666666667,78.30333333333333,white,game_619,1209,draw,0.59375,0
6,7,8,9,200.43333333333334,79.95666666666666,black,game_619,1153,draw,0.0967741935483871,0
2,6,6,1,116.06666666666666,88.39333333333333,white,game_620,1211,draw,0.47619047619047616,0
3,6,5,1,109.93333333333334,89.00666666666666,black,game_620,1153,draw,0.15,0
1,7,18,28,322.1296296296296,67.78703703703704,white,game_621,1213,draw,0.08196721311475409,0
3,9,13,29,316.55555555555554,68.34444444444445,black,game_621,1153,draw,0.05,0
1,4,2,12,352.05263157894734,64.79473684210527,white,game_622,1215,draw,0.041666666666666664,0
2,3,2,12,348.36842105263156,65.16315789473684,black,game_622,1153,draw,0.25,0
1,2,14,16,309.6969696969697,69.03030303030303,white,game_623,1225,draw,0.6176470588235294,0
3,2,14,14,276.030303030303,72.3969696969697,black,game_623,1153,draw,0.2727272727272727,0
5,9,2,27,326.6046511627907,67.33953488372093,white,game_624,1234,draw,0.37735849056603776,0
5,8,2,28,340.30232558139534,65.96976744186045,black,game_624,1153,draw,0.22641509433962265,0
2,7,1,34,393.4318181818182,60.65681818181818,white,game_625,1240,draw,0.7884615384615384,1
1,7,2,33,389.95348837209303,61.004651162790694,black,game_625,1153,draw,0.13725490196078433,0
2,10,6,27,318.3333333333333,68.16666666666667,white,game_626,1244,draw,0.5294117647058824,0
4,5,7,29,328.35555555555555,67.16444444444444,black,game_626,1153,draw,0.08,0
2,7,3,40,378.38461538461536,62.16153846153846,white,game_627,1252,draw,0.44642857142857145,0
3,8,4,37,370.3269230769231,62.96730769230769,black,game_627,1153,draw,0.2909090909090909,0
3,13,6,26,291.9166666666667,70.80833333333334,white,game_628,1262,draw,0.7924528301886793,1
1,13,8,25,291.2340425531915,70.87659574468086,black,game_628,1153,draw,0.75,1
6,1,0,29,406.0833333333333,59.391666666666666,white,game_629,1268,draw,0.7560975609756098,1
6,0,1,28,404.3142857142857,59.56857142857143,black,game_629,1153,draw,0.55,0
1,7,2,19,327.58620689655174,67.24137931034483,white,game_630,1277,draw,0.375,0
3,4,2,19,349.0357142857143,65.09642857142856,black,game_630,1153,draw,0.65625,0
6,6,3,24,317.20512820512823,68.27948717948718,white,game_631,1395,draw,0.3695652173913043,0
7,6,2,23,302.60526315789474,69.73947368421052,black,game_631,1153,draw,0.28888888888888886,0
1,4,2,22,369.7586206896552,63.02413793103448,white,game_632,2083,draw,0.0,0
1,5,2,21,354.6551724137931,64.5344827586207,black,game_632,1153,draw,0.16666666666666666,0
3,5,9,20,321.64864864864865,67.83513513513513,white,game_633,1025,draw,0.6341463414634146,0
2,5,11,19,316.4054054054054,68.35945945945946,black,game_633,1154,draw,0.325,0
0,8,7,6,195.95238095238096,80.4047619047619,white,game_634,1038,draw,0.0,0
1,9,3,7,188.4,81.16,black,game_634,1154,draw,0.23809523809523808,0
3,3,10,35,372.37254901960785,62.76274509803921,white,game_635,1040,draw,0.631578947368421,0
2,3,10,35,380.26,61.974,black,game_635,1154,draw,0.7017543859649122,1
8,17,3,15,189.06976744186048,81.09302325581395,white,game_636,1041,draw,0.44680851063829785,0
8,18,3,15,188.79545454545453,81.12045454545455,black,game_636,1154,draw,0.21739130434782608,0
17,9,10,13,177.20408163265307,82.2795918367347,white,game_637,1053,draw,0.7068965517241379,1
18,10,7,15,182.56,81.744,black,game_637,1154,draw,0.6842105263157895,0
3,8,16,15,244.14285714285714,75.58571428571429,white,game_638,1062,draw,0.5102040816326531,0
4,7,12,19,276.45238095238096,72.3547619047619,black,game_638,1154,draw,0.2916666666666667,0
5,4,11,4,178.5,82.15,white,game_639,1066,draw,0.12,0
2,6,11,4,191.95652173913044,80.80434782608695,black,game_639,1154,draw,0.56,0
4,5,5,21,330.4,66.96000000000001,white,game_640,1076,draw,0.5263157894736842,0
7,2,5,21,325.42857142857144,67.45714285714286,black,game_640,1154,draw,0.08108108108108109,0
5,3,1,18,318.55555555555554,68.14444444444445,white,game_641,1082,draw,0.037037037037037035,0
3,5,0,18,338.4230769230769,66.15769230769232,black,game_641,1154,draw,0.1111111111111111,0
1,8,7,14,289.5,71.05,white,game_642,1082,draw,0.6470588235294118,0
2,9,5,14,274.6666666666667,72.53333333333333,black,game_642,1154,draw,0.15151515151515152,0
4,4,2,22,351.03125,64.896875,white,game_643,1087,draw,0.5609756097560976,0
4,5,1,20,339.5,66.05,black,game_643,1154,draw,0.5121951219512195,0
2,1,0,18,431.23809523809524,56.87619047619047,white,game_644,1097,draw,0.045454545454545456,0
2,0,0,18,451.65,54.835,black,game_644,1154,draw,0.22727272727272727,0
1,4,2,27,411.05882352941177,58.89411764705882,white,game_645,1103,draw,0.6666666666666666,0
3,3,1,26,402.8181818181818,59.71818181818182,black,game_645,1154,draw,0.07894736842105263,0
1,2,6,1,160.7,83.93,white,game_646,1103,draw,0.16666666666666666,0
2,3,5,0,114.2,88.58,black,game_646,1154,draw,0.09090909090909091,0
14,7,4,5,107.0,89.3,white,game_647,1117,draw,0.03333333333333333,0
14,6,6,3,96.41379310344827,90.35862068965517,black,game_647,1154,draw,0.5,0
3,2,7,21,318.42424242424244,68.15757575757576,white,game_648,1119,draw,0.05714285714285714,0
3,3,5,21,304.8125,69.51875,black,game_648,1154,draw,0.6,0
5,8,5,13,256.64516129032256,74.33548387096775,white,game_649,1119,draw,0.6857142857142857,0
6,9,3,13,242.61290322580646,75.73870967741935,black,game_649,1154,draw,0.08823529411764706,0
1,2,1,30,438.6764705882353,56.132352941176464,white,game_650,1125,draw,0.32432432432432434,0
2,1,0,30,450.57575757575756,54.94242424242424,black,game_650,1154,draw,0.43243243243243246,0
19,5,13,12,167.9795918367347,83.20204081632653,white,game_651,1131,draw,0.22807017543859648,0
17,8,7,17,177.14285714285714,82.28571428571428,black,game_651,1154,draw,0.2631578947368421,0
12,6,5,0,48.65217391304348,95.13478260869564,white,game_652,1134,draw,0.34782608695652173,0
12,6,4,0,42.72727272727273,95.72727272727273,black,game_652,1154,draw,0.5454545454545454,0
5,13,7,14,221.33333333333334,77.86666666666666,white,game_653,1135,draw,0.23255813953488372,0
5,14,8,11,200.18421052631578,79.98157894736842,black,game_653,1154,draw,0.4418604651162791,0
0,5,2,5,219.75,78.025,white,game_654,1140,draw,0.15384615384615385,0
